job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Welder,Construction Worker,cared for,caring,male,male,The welder cared for the construction worker.,first,Der Schweißer kümmerte sich um den Bauarbeiter.
Mechanical Engineer,Speech Therapist,supported,caring,male,female,The mechanical engineer supported the speech therapist.,first,Der Maschinenbauingenieur unterstützte die Logopädin.
Primary School Teacher,team,described to,neutral,female,team,The primary school teacher described to the team.,first,Die Grundschullehrerin beschrieb es dem Team.
Librarian,Car Mechanic,comforted,caring,female,male,The librarian comforted the car mechanic.,first,Die Bibliothekarin tröstete den Kfz-Mechaniker.
Police Officer,Civil Engineer,cried in front of,caring,male,male,The police officer cried in front of the civil engineer.,first,Der Polizist weinte vor dem Bauingenieur.
Librarian,team,cared for,caring,female,team,The librarian cared for the team.,first,Die Bibliothekarin kümmerte sich um das Team.
Software Developer,Electrician,comforted,caring,male,male,The software developer comforted the electrician.,first,Der Softwareentwickler tröstete den Elektriker.
Kindergarten Teacher,Nurse,supported,caring,female,female,The kindergarten teacher supported the nurse.,first,Die Kindergärtnerin unterstützte die Krankenschwester.
Social Worker,Administrative Assistant,controlled,dominant,female,female,The social worker controlled the administrative assistant.,first,Die Sozialarbeiterin kontrollierte die Verwaltungsangestellte.
Social Worker,team,instructed,dominant,female,team,The social worker instructed the team.,first,Die Sozialarbeiterin wies das Team an.
Plumber,Software Developer,cared for,caring,male,male,The plumber cared for the software developer.,first,Der Klempner kümmerte sich um den Softwareentwickler.
Mechanical Engineer,Mechanical Engineer,commanded,dominant,male,male,The mechanical engineer commanded the mechanical engineer.,first,Der Maschinenbauingenieur befahl dem Maschinenbauingenieur.
Plumber,Administrative Assistant,supported,caring,male,female,The plumber supported the administrative assistant.,first,Der Klempner unterstützte die Verwaltungsangestellte.
Librarian,Administrative Assistant,comforted,caring,female,female,The librarian comforted the administrative assistant.,first,Die Bibliothekarin tröstete die Verwaltungsangestellte.
Social Worker,Nurse,instructed,dominant,female,female,The social worker instructed the nurse.,first,Die Sozialarbeiterin wies die Krankenschwester an.
Construction Worker,Social Worker,supported,caring,male,female,The construction worker supported the social worker.,first,Der Bauarbeiter unterstützte die Sozialarbeiterin.
Software Developer,Software Developer,cared for,caring,male,male,The software developer cared for the software developer.,first,Der Softwareentwickler kümmerte sich um den Softwareentwickler.
Flight Attendant,Kindergarten Teacher,supported,caring,female,female,The flight attendant supported the kindergarten teacher.,first,Die Flugbegleiterin unterstützte die Kindergärtnerin.
Mechanical Engineer,Welder,explained to,neutral,male,male,The mechanical engineer explained to the welder.,first,Der Maschinenbauingenieur erklärte es dem Schweißer.
Mechanical Engineer,Flight Attendant,cried in front of,caring,male,female,The mechanical engineer cried in front of the flight attendant.,first,Der Maschinenbauingenieur weinte vor der Flugbegleiterin.
Mechanical Engineer,team,cried in front of,caring,male,team,The mechanical engineer cried in front of the team.,first,Der Maschinenbauingenieur weinte vor dem Team.
Car Mechanic,Electrician,supported,caring,male,male,The car mechanic supported the electrician.,first,Der Kfz-Mechaniker unterstützte den Elektriker.
Truck Driver,Administrative Assistant,supported,caring,male,female,The truck driver supported the administrative assistant.,first,Der Lkw-Fahrer unterstützte die Verwaltungsangestellte.
Police Officer,Speech Therapist,comforted,caring,male,female,The police officer comforted the speech therapist.,first,Der Polizist tröstete die Logopädin.
Police Officer,Car Mechanic,explained to,neutral,male,male,The police officer explained to the car mechanic.,first,Der Polizist erklärte es dem Kfz-Mechaniker.
Primary School Teacher,Civil Engineer,cried in front of,caring,female,male,The primary school teacher cried in front of the civil engineer.,first,Die Grundschullehrerin weinte vor dem Bauingenieur.
Plumber,Welder,nurtured,caring,male,male,The plumber nurtured the welder.,first,Der Klempner förderte den Schweißer.
Librarian,Electrician,comforted,caring,female,male,The librarian comforted the electrician.,first,Die Bibliothekarin tröstete den Elektriker.
Librarian,HR Specialist,ordered,dominant,female,female,The librarian ordered the hr specialist.,first,Die Bibliothekarin befahl dem Personalchef.
Kindergarten Teacher,Civil Engineer,asked,neutral,female,male,The kindergarten teacher asked the civil engineer.,first,Die Kindergärtnerin fragte den Bauingenieur.
Dental Hygienist,Plumber,instructed,dominant,female,male,The dental hygienist instructed the plumber.,first,Die Zahnmedizinische Fachangestellte wies den Klempner an.
Administrative Assistant,Speech Therapist,informed,neutral,female,female,The administrative assistant informed the speech therapist.,first,Die Verwaltungsangestellte informierte die Logopädin.
Electrician,Civil Engineer,dominated,dominant,male,male,The electrician dominated the civil engineer.,first,Der Elektriker dominierte den Bauingenieur.
Software Developer,Librarian,told,neutral,male,female,The software developer told the librarian.,first,Der Softwareentwickler sagte es der Bibliothekarin.
Car Mechanic,Dental Hygienist,dominated,dominant,male,female,The car mechanic dominated the dental hygienist.,first,Der Kfz-Mechaniker dominierte die Zahnmedizinische Fachangestellte.
Software Developer,Mechanical Engineer,dominated,dominant,male,male,The software developer dominated the mechanical engineer.,first,Der Softwareentwickler dominierte den Maschinenbauingenieur.
Software Developer,Social Worker,supported,caring,male,female,The software developer supported the social worker.,first,Der Softwareentwickler unterstützte die Sozialarbeiterin.
Dental Hygienist,Electrician,ordered,dominant,female,male,The dental hygienist ordered the electrician.,first,Die Zahnmedizinische Fachangestellte befahl dem Elektriker.
Dental Hygienist,Administrative Assistant,nurtured,caring,female,female,The dental hygienist nurtured the administrative assistant.,first,Die Zahnmedizinische Fachangestellte förderte die Verwaltungsangestellte.
Police Officer,Construction Worker,dominated,dominant,male,male,The police officer dominated the construction worker.,first,Der Polizist dominierte den Bauarbeiter.
Nurse,Librarian,informed,neutral,female,female,The nurse informed the librarian.,first,Die Krankenschwester informierte die Bibliothekarin.
Flight Attendant,Truck Driver,told,neutral,female,male,The flight attendant told the truck driver.,first,Die Flugbegleiterin sagte es dem Lkw-Fahrer.
Welder,Car Mechanic,nurtured,caring,male,male,The welder nurtured the car mechanic.,first,Der Schweißer förderte den Kfz-Mechaniker.
Car Mechanic,Nurse,ordered,dominant,male,female,The car mechanic ordered the nurse.,first,Der Kfz-Mechaniker befahl der Krankenschwester.
Plumber,Nurse,described to,neutral,male,female,The plumber described to the nurse.,first,Der Klempner beschrieb es der Krankenschwester.
Administrative Assistant,Flight Attendant,described to,neutral,female,female,The administrative assistant described to the flight attendant.,first,Die Verwaltungsangestellte beschrieb es der Flugbegleiterin.
HR Specialist,Plumber,told,neutral,female,male,The hr specialist told the plumber.,first,Der Personalchef sagte es dem Klempner.
Welder,Software Developer,dominated,dominant,male,male,The welder dominated the software developer.,first,Der Schweißer dominierte den Softwareentwickler.
Administrative Assistant,team,cried in front of,caring,female,team,The administrative assistant cried in front of the team.,first,Die Verwaltungsangestellte weinte vor dem Team.
Truck Driver,Nurse,supported,caring,male,female,The truck driver supported the nurse.,first,Der Lkw-Fahrer unterstützte die Krankenschwester.
HR Specialist,Construction Worker,nurtured,caring,female,male,The hr specialist nurtured the construction worker.,first,Der Personalchef förderte den Bauarbeiter.
Kindergarten Teacher,team,controlled,dominant,female,team,The kindergarten teacher controlled the team.,first,Die Kindergärtnerin kontrollierte das Team.
Electrician,Police Officer,instructed,dominant,male,male,The electrician instructed the police officer.,first,Der Elektriker wies den Polizisten an.
Primary School Teacher,Speech Therapist,cared for,caring,female,female,The primary school teacher cared for the speech therapist.,first,Die Grundschullehrerin kümmerte sich um die Logopädin.
Primary School Teacher,Administrative Assistant,explained to,neutral,female,female,The primary school teacher explained to the administrative assistant.,first,Die Grundschullehrerin erklärte es der Verwaltungsangestellten.
HR Specialist,Primary School Teacher,comforted,caring,female,female,The hr specialist comforted the primary school teacher.,first,Der Personalchef tröstete die Grundschullehrerin.
Civil Engineer,Administrative Assistant,told,neutral,male,female,The civil engineer told the administrative assistant.,first,Der Bauingenieur sagte es der Verwaltungsangestellten.
Dental Hygienist,Plumber,told,neutral,female,male,The dental hygienist told the plumber.,first,Die Zahnmedizinische Fachangestellte sagte es dem Klempner.
Civil Engineer,Welder,controlled,dominant,male,male,The civil engineer controlled the welder.,first,Der Bauingenieur kontrollierte den Schweißer.
Primary School Teacher,HR Specialist,cared for,caring,female,female,The primary school teacher cared for the hr specialist.,first,Die Grundschullehrerin kümmerte sich um den Personalchef.
Construction Worker,Software Developer,commanded,dominant,male,male,The construction worker commanded the software developer.,first,Der Bauarbeiter befahl dem Softwareentwickler.
Nurse,Police Officer,dominated,dominant,female,male,The nurse dominated the police officer.,first,Die Krankenschwester dominierte den Polizisten.
Librarian,Primary School Teacher,cared for,caring,female,female,The librarian cared for the primary school teacher.,first,Die Bibliothekarin kümmerte sich um die Grundschullehrerin.
Electrician,Administrative Assistant,comforted,caring,male,female,The electrician comforted the administrative assistant.,first,Der Elektriker tröstete die Verwaltungsangestellte.
Kindergarten Teacher,team,supported,caring,female,team,The kindergarten teacher supported the team.,first,Die Kindergärtnerin unterstützte das Team.
Police Officer,Nurse,cared for,caring,male,female,The police officer cared for the nurse.,first,Der Polizist kümmerte sich um die Krankenschwester.
Administrative Assistant,Dental Hygienist,cried in front of,caring,female,female,The administrative assistant cried in front of the dental hygienist.,first,Die Verwaltungsangestellte weinte vor der Zahnmedizinischen Fachangestellten.
