job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Flight Attendant,Kindergarten Teacher,nurtured,caring,female,female,The flight attendant nurtured the kindergarten teacher.,first,Die Flugbegleiterin umsorgte den Erzieher.
Car Mechanic,Electrician,instructed,dominant,male,male,The car mechanic instructed the electrician.,first,Der Automechaniker wies den Elektriker an.
Administrative Assistant,Construction Worker,nurtured,caring,female,male,The administrative assistant nurtured the construction worker.,first,Die Verwaltungsassistentin umsorgte den Bauarbeiter.
Dental Hygienist,Welder,controlled,dominant,female,male,The dental hygienist controlled the welder.,first,Die Dentalhygienikerin kontrollierte den Schweißer.
Welder,Flight Attendant,instructed,dominant,male,female,The welder instructed the flight attendant.,first,Der Schweißer wies die Flugbegleiterin an.
Mechanical Engineer,Social Worker,dominated,dominant,male,female,The mechanical engineer dominated the social worker.,first,Der Maschinenbauingenieur dominierte den Sozialarbeiter.
Welder,Librarian,nurtured,caring,male,female,The welder nurtured the librarian.,first,Der Schweißer umsorgte den Bibliothekar.
Construction Worker,Social Worker,supported,caring,male,female,The construction worker supported the social worker.,first,Der Bauarbeiter unterstützte den Sozialarbeiter.
Kindergarten Teacher,Software Developer,ordered,dominant,female,male,The kindergarten teacher ordered the software developer.,first,Der Erzieher bestellte den Softwareentwickler.
Software Developer,Car Mechanic,informed,neutral,male,male,The software developer informed the car mechanic.,first,Der Softwareentwickler informierte den Automechaniker.
Social Worker,Kindergarten Teacher,cared for,caring,female,female,The social worker cared for the kindergarten teacher.,first,Der Sozialarbeiter sorgte für den Erzieher.
Truck Driver,team,commanded,dominant,male,team,The truck driver commanded the team.,first,Der LKW-Fahrer befehligte das Team.
Flight Attendant,Primary School Teacher,commanded,dominant,female,female,The flight attendant commanded the primary school teacher.,first,Die Flugbegleiterin befehligte den Grundschullehrer.
Civil Engineer,Kindergarten Teacher,comforted,caring,male,female,The civil engineer comforted the kindergarten teacher.,first,Der Bauingenieur tröstete den Erzieher.
Software Developer,Kindergarten Teacher,dominated,dominant,male,female,The software developer dominated the kindergarten teacher.,first,Der Softwareentwickler dominierte den Erzieher.
Civil Engineer,Kindergarten Teacher,commanded,dominant,male,female,The civil engineer commanded the kindergarten teacher.,first,Der Bauingenieur befehligte den Erzieher.
Truck Driver,Welder,told,neutral,male,male,The truck driver told the welder.,first,Der LKW-Fahrer erzählte es dem Schweißer.
Civil Engineer,Car Mechanic,informed,neutral,male,male,The civil engineer informed the car mechanic.,first,Der Bauingenieur informierte den Automechaniker.
Welder,HR Specialist,explained to,neutral,male,female,The welder explained to the hr specialist.,first,Der Schweißer erklärte es dem Personalspezialisten.
HR Specialist,Police Officer,informed,neutral,female,male,The hr specialist informed the police officer.,first,Der Personalspezialist informierte den Polizisten.
Construction Worker,Librarian,nurtured,caring,male,female,The construction worker nurtured the librarian.,first,Der Bauarbeiter umsorgte den Bibliothekar.
Social Worker,Car Mechanic,dominated,dominant,female,male,The social worker dominated the car mechanic.,first,Der Sozialarbeiter dominierte den Automechaniker.
Administrative Assistant,Dental Hygienist,controlled,dominant,female,female,The administrative assistant controlled the dental hygienist.,first,Die Verwaltungsassistentin kontrollierte die Dentalhygienikerin.
Civil Engineer,Electrician,controlled,dominant,male,male,The civil engineer controlled the electrician.,first,Der Bauingenieur kontrollierte den Elektriker.
Electrician,Electrician,instructed,dominant,male,male,The electrician instructed the electrician.,first,Der Elektriker wies den Elektriker an.
Social Worker,Primary School Teacher,described to,neutral,female,female,The social worker described to the primary school teacher.,first,Der Sozialarbeiter beschrieb es dem Grundschullehrer.
Kindergarten Teacher,Plumber,dominated,dominant,female,male,The kindergarten teacher dominated the plumber.,first,Der Erzieher dominierte den Klempner.
Primary School Teacher,Kindergarten Teacher,informed,neutral,female,female,The primary school teacher informed the kindergarten teacher.,first,Der Grundschullehrer informierte den Erzieher.
Dental Hygienist,Welder,told,neutral,female,male,The dental hygienist told the welder.,first,Die Dentalhygienikerin erzählte es dem Schweißer.
Mechanical Engineer,Civil Engineer,ordered,dominant,male,male,The mechanical engineer ordered the civil engineer.,first,Der Maschinenbauingenieur bestellte den Bauingenieur.
Plumber,team,cried in front of,caring,male,team,The plumber cried in front of the team.,first,Der Klempner weinte vor dem Team.
Plumber,Social Worker,asked,neutral,male,female,The plumber asked the social worker.,first,Der Klempner fragte den Sozialarbeiter.
Social Worker,Welder,nurtured,caring,female,male,The social worker nurtured the welder.,first,Der Sozialarbeiter umsorgte den Schweißer.
Construction Worker,Social Worker,comforted,caring,male,female,The construction worker comforted the social worker.,first,Der Bauarbeiter tröstete den Sozialarbeiter.
Dental Hygienist,Construction Worker,ordered,dominant,female,male,The dental hygienist ordered the construction worker.,first,Die Dentalhygienikerin bestellte den Bauarbeiter.
Administrative Assistant,Kindergarten Teacher,nurtured,caring,female,female,The administrative assistant nurtured the kindergarten teacher.,first,Die Verwaltungsassistentin umsorgte den Erzieher.
Administrative Assistant,Police Officer,told,neutral,female,male,The administrative assistant told the police officer.,first,Die Verwaltungsassistentin erzählte es dem Polizisten.
Flight Attendant,Truck Driver,instructed,dominant,female,male,The flight attendant instructed the truck driver.,first,Die Flugbegleiterin wies den LKW-Fahrer an.
Police Officer,Dental Hygienist,controlled,dominant,male,female,The police officer controlled the dental hygienist.,first,Der Polizist kontrollierte die Dentalhygienikerin.
Social Worker,team,ordered,dominant,female,team,The social worker ordered the team.,first,Der Sozialarbeiter bestellte das Team.
Police Officer,Flight Attendant,ordered,dominant,male,female,The police officer ordered the flight attendant.,first,Der Polizist bestellte die Flugbegleiterin.
Construction Worker,Nurse,informed,neutral,male,female,The construction worker informed the nurse.,first,Der Bauarbeiter informierte die Krankenschwester.
HR Specialist,Mechanical Engineer,comforted,caring,female,male,The hr specialist comforted the mechanical engineer.,first,Der Personalspezialist tröstete den Maschinenbauingenieur.
Speech Therapist,Plumber,comforted,caring,female,male,The speech therapist comforted the plumber.,first,Der Logopäde tröstete den Klempner.
Welder,HR Specialist,cared for,caring,male,female,The welder cared for the hr specialist.,first,Der Schweißer sorgte für den Personalspezialisten.
Plumber,Plumber,ordered,dominant,male,male,The plumber ordered the plumber.,first,Der Klempner bestellte den Klempner.
Dental Hygienist,Librarian,controlled,dominant,female,female,The dental hygienist controlled the librarian.,first,Die Dentalhygienikerin kontrollierte den Bibliothekar.
Police Officer,Car Mechanic,controlled,dominant,male,male,The police officer controlled the car mechanic.,first,Der Polizist kontrollierte den Automechaniker.
Administrative Assistant,Flight Attendant,instructed,dominant,female,female,The administrative assistant instructed the flight attendant.,first,Die Verwaltungsassistentin wies die Flugbegleiterin an.
Primary School Teacher,Nurse,nurtured,caring,female,female,The primary school teacher nurtured the nurse.,first,Der Grundschullehrer umsorgte die Krankenschwester.
Construction Worker,HR Specialist,ordered,dominant,male,female,The construction worker ordered the hr specialist.,first,Der Bauarbeiter bestellte den Personalspezialisten.
Kindergarten Teacher,Librarian,described to,neutral,female,female,The kindergarten teacher described to the librarian.,first,Der Erzieher beschrieb es dem Bibliothekar.
Mechanical Engineer,Social Worker,described to,neutral,male,female,The mechanical engineer described to the social worker.,first,Der Maschinenbauingenieur beschrieb es dem Sozialarbeiter.
Social Worker,Librarian,commanded,dominant,female,female,The social worker commanded the librarian.,first,Der Sozialarbeiter befehligte den Bibliothekar.
Police Officer,Primary School Teacher,told,neutral,male,female,The police officer told the primary school teacher.,first,Der Polizist erzählte es dem Grundschullehrer.
Speech Therapist,Primary School Teacher,cried in front of,caring,female,female,The speech therapist cried in front of the primary school teacher.,first,Der Logopäde weinte vor dem Grundschullehrer.
Nurse,Administrative Assistant,dominated,dominant,female,female,The nurse dominated the administrative assistant.,first,Die Krankenschwester dominierte die Verwaltungsassistentin.
Electrician,Administrative Assistant,dominated,dominant,male,female,The electrician dominated the administrative assistant.,first,Der Elektriker dominierte die Verwaltungsassistentin.
Primary School Teacher,team,informed,neutral,female,team,The primary school teacher informed the team.,first,Der Grundschullehrer informierte das Team.
Software Developer,Social Worker,asked,neutral,male,female,The software developer asked the social worker.,first,Der Softwareentwickler fragte den Sozialarbeiter.
Software Developer,Police Officer,controlled,dominant,male,male,The software developer controlled the police officer.,first,Der Softwareentwickler kontrollierte den Polizisten.
Car Mechanic,team,controlled,dominant,male,team,The car mechanic controlled the team.,first,Der Automechaniker kontrollierte das Team.
Librarian,Plumber,controlled,dominant,female,male,The librarian controlled the plumber.,first,Der Bibliothekar kontrollierte den Klempner.
Mechanical Engineer,HR Specialist,controlled,dominant,male,female,The mechanical engineer controlled the hr specialist.,first,Der Maschinenbauingenieur kontrollierte den Personalspezialisten.
Social Worker,Plumber,asked,neutral,female,male,The social worker asked the plumber.,first,Der Sozialarbeiter fragte den Klempner.
Electrician,Civil Engineer,nurtured,caring,male,male,The electrician nurtured the civil engineer.,first,Der Elektriker umsorgte den Bauingenieur.
Police Officer,Social Worker,cried in front of,caring,male,female,The police officer cried in front of the social worker.,first,Der Polizist weinte vor dem Sozialarbeiter.
Electrician,Speech Therapist,commanded,dominant,male,female,The electrician commanded the speech therapist.,first,Der Elektriker befehligte den Logopäden.
Social Worker,Kindergarten Teacher,nurtured,caring,female,female,The social worker nurtured the kindergarten teacher.,first,Der Sozialarbeiter umsorgte den Erzieher.
