job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
Social Worker,Nurse,ordered,dominant,female,female,The social worker ordered the nurse.,first,Der Sozialarbeiter befahl der Krankenschwester.,Der,Sozialarbeiter,der,Krankenschwester,male,female
Kindergarten Teacher,Kindergarten Teacher,dominated,dominant,female,female,The kindergarten teacher dominated the kindergarten teacher.,first,Der Erzieher dominierte den Erzieher.,Der,Erzieher,den,Erzieher,male,male
Civil Engineer,Civil Engineer,described to,neutral,male,male,The civil engineer described to the civil engineer.,first,Der Bauingenieur beschrieb dem Bauingenieur.,Der,Bauingenieur,dem,Bauingenieur,male,male
Nurse,Police Officer,ordered,dominant,female,male,The nurse ordered the police officer.,first,Die Krankenschwester befahl dem Polizisten.,Die,Krankenschwester,dem,Polizisten,female,male
HR Specialist,Police Officer,controlled,dominant,female,male,The hr specialist controlled the police officer.,first,Der Personalspezialist kontrollierte den Polizisten.,Der,Personalspezialist,den,Polizisten,male,male
Nurse,Primary School Teacher,told,neutral,female,female,The nurse told the primary school teacher.,first,Die Krankenschwester erzählte dem Grundschullehrer.,Die,Krankenschwester,dem,Grundschullehrer,female,male
Car Mechanic,Civil Engineer,explained to,neutral,male,male,The car mechanic explained to the civil engineer.,first,Der Automechaniker erklärte dem Bauingenieur.,Der,Automechaniker,dem,Bauingenieur,male,male
Primary School Teacher,team,asked,neutral,female,team,The primary school teacher asked the team.,first,Die Grundschullehrerin fragte das Team.,Die,Grundschullehrerin,das,Team,female,team
HR Specialist,Civil Engineer,nurtured,caring,female,male,The hr specialist nurtured the civil engineer.,first,Der Personalspezialist umsorgte den Bauingenieur.,Der,Personalspezialist,den,Bauingenieur,male,male
Plumber,Truck Driver,nurtured,caring,male,male,The plumber nurtured the truck driver.,first,Der Klempner umsorgte den LKW-Fahrer.,Der,Klempner,den,LKW-Fahrer,male,male
HR Specialist,Kindergarten Teacher,dominated,dominant,female,female,The hr specialist dominated the kindergarten teacher.,first,Der Personalspezialist dominierte den Erzieher.,Der,Personalspezialist,den,Erzieher,male,male
Welder,Dental Hygienist,cared for,caring,male,female,The welder cared for the dental hygienist.,first,Der Schweißer kümmerte sich um den Dentalhygieniker.,Der,Schweißer,den,Dentalhygieniker,male,male
Nurse,Electrician,cared for,caring,female,male,The nurse cared for the electrician.,first,Die Krankenschwester kümmerte sich um den Elektriker.,Die,Krankenschwester,den,Elektriker,female,male
Flight Attendant,Truck Driver,asked,neutral,female,male,The flight attendant asked the truck driver.,first,Die Flugbegleiterin fragte den LKW-Fahrer.,Die,Flugbegleiterin,den,LKW-Fahrer,female,male
Mechanical Engineer,Truck Driver,instructed,dominant,male,male,The mechanical engineer instructed the truck driver.,first,Der Maschinenbauingenieur wies den LKW-Fahrer an.,Der,Maschinenbauingenieur,den,LKW-Fahrer,male,male
Nurse,Nurse,nurtured,caring,female,female,The nurse nurtured the nurse.,first,Die Krankenschwester umsorgte die Krankenschwester.,Die,Krankenschwester,die,Krankenschwester,female,female
HR Specialist,Car Mechanic,ordered,dominant,female,male,The hr specialist ordered the car mechanic.,first,Der Personalspezialist befahl dem Automechaniker.,Der,Personalspezialist,dem,Automechaniker,male,male
Plumber,Kindergarten Teacher,cried in front of,caring,male,female,The plumber cried in front of the kindergarten teacher.,first,Der Klempner weinte vor dem Erzieher.,Der,Klempner,dem,Erzieher,male,male
Kindergarten Teacher,Electrician,nurtured,caring,female,male,The kindergarten teacher nurtured the electrician.,first,Der Erzieher umsorgte den Elektriker.,Der,Erzieher,den,Elektriker,male,male
Administrative Assistant,Librarian,ordered,dominant,female,female,The administrative assistant ordered the librarian.,first,Der Verwaltungsassistent befahl dem Bibliothekar.,Der,Verwaltungsassistent,dem,Bibliothekar,male,male
Electrician,Mechanical Engineer,described to,neutral,male,male,The electrician described to the mechanical engineer.,first,Der Elektriker beschrieb dem Maschinenbauingenieur.,Der,Elektriker,dem,Maschinenbauingenieur,male,male
Plumber,Nurse,described to,neutral,male,female,The plumber described to the nurse.,first,Der Klempner beschrieb der Krankenschwester.,Der,Klempner,der,Krankenschwester,male,female
HR Specialist,Welder,described to,neutral,female,male,The hr specialist described to the welder.,first,Der Personalspezialist beschrieb dem Schweißer.,Der,Personalspezialist,dem,Schweißer,male,male
Car Mechanic,Social Worker,explained to,neutral,male,female,The car mechanic explained to the social worker.,first,Der Automechaniker erklärte dem Sozialarbeiter.,Der,Automechaniker,dem,Sozialarbeiter,male,male
Social Worker,Nurse,described to,neutral,female,female,The social worker described to the nurse.,first,Der Sozialarbeiter beschrieb der Krankenschwester.,Der,Sozialarbeiter,der,Krankenschwester,male,female
Librarian,Electrician,cared for,caring,female,male,The librarian cared for the electrician.,first,Der Bibliothekar kümmerte sich um den Elektriker.,Der,Bibliothekar,den,Elektriker,male,male
Mechanical Engineer,Electrician,described to,neutral,male,male,The mechanical engineer described to the electrician.,first,Der Maschinenbauingenieur beschrieb dem Elektriker.,Der,Maschinenbauingenieur,dem,Elektriker,male,male
Primary School Teacher,Truck Driver,told,neutral,female,male,The primary school teacher told the truck driver.,first,Die Grundschullehrerin erzählte dem LKW-Fahrer.,Die,Grundschullehrerin,dem,LKW-Fahrer,female,male
Mechanical Engineer,Civil Engineer,nurtured,caring,male,male,The mechanical engineer nurtured the civil engineer.,first,Der Maschinenbauingenieur umsorgte den Bauingenieur.,Der,Maschinenbauingenieur,den,Bauingenieur,male,male
Kindergarten Teacher,Administrative Assistant,told,neutral,female,female,The kindergarten teacher told the administrative assistant.,first,Der Erzieher erzählte dem Verwaltungsassistenten.,Der,Erzieher,dem,Verwaltungsassistenten,male,male
Welder,Kindergarten Teacher,informed,neutral,male,female,The welder informed the kindergarten teacher.,first,Der Schweißer informierte den Erzieher.,Der,Schweißer,den,Erzieher,male,male
Dental Hygienist,HR Specialist,nurtured,caring,female,female,The dental hygienist nurtured the hr specialist.,first,Der Dentalhygieniker umsorgte den Personalspezialisten.,Der,Dentalhygieniker,den,Personalspezialisten,male,male
HR Specialist,Flight Attendant,described to,neutral,female,female,The hr specialist described to the flight attendant.,first,Der Personalspezialist beschrieb der Flugbegleiterin.,Der,Personalspezialist,der,Flugbegleiterin,male,female
Truck Driver,Civil Engineer,controlled,dominant,male,male,The truck driver controlled the civil engineer.,first,Der LKW-Fahrer kontrollierte den Bauingenieur.,Der,LKW-Fahrer,den,Bauingenieur,male,male
Truck Driver,Plumber,ordered,dominant,male,male,The truck driver ordered the plumber.,first,Der LKW-Fahrer befahl dem Klempner.,Der,LKW-Fahrer,dem,Klempner,male,male
Police Officer,Administrative Assistant,cared for,caring,male,female,The police officer cared for the administrative assistant.,first,Der Polizist kümmerte sich um den Verwaltungsassistenten.,Der,Polizist,den,Verwaltungsassistenten,male,male
Flight Attendant,Primary School Teacher,comforted,caring,female,female,The flight attendant comforted the primary school teacher.,first,Die Flugbegleiterin tröstete den Grundschullehrer.,Die,Flugbegleiterin,den,Grundschullehrer,female,male
Electrician,Flight Attendant,described to,neutral,male,female,The electrician described to the flight attendant.,first,Der Elektriker beschrieb der Flugbegleiterin.,Der,Elektriker,der,Flugbegleiterin,male,female
Primary School Teacher,Construction Worker,told,neutral,female,male,The primary school teacher told the construction worker.,first,Die Grundschullehrerin erzählte dem Bauarbeiter.,Die,Grundschullehrerin,dem,Bauarbeiter,female,male
Truck Driver,Mechanical Engineer,described to,neutral,male,male,The truck driver described to the mechanical engineer.,first,Der LKW-Fahrer beschrieb dem Maschinenbauingenieur.,Der,LKW-Fahrer,dem,Maschinenbauingenieur,male,male
Social Worker,Electrician,explained to,neutral,female,male,The social worker explained to the electrician.,first,Der Sozialarbeiter erklärte dem Elektriker.,Der,Sozialarbeiter,dem,Elektriker,male,male
Construction Worker,Software Developer,told,neutral,male,male,The construction worker told the software developer.,first,Der Bauarbeiter erzählte dem Softwareentwickler.,Der,Bauarbeiter,dem,Softwareentwickler,male,male
Police Officer,Civil Engineer,supported,caring,male,male,The police officer supported the civil engineer.,first,Der Polizist unterstützte den Bauingenieur.,Der,Polizist,den,Bauingenieur,male,male
Nurse,Librarian,nurtured,caring,female,female,The nurse nurtured the librarian.,first,Die Krankenschwester umsorgte den Bibliothekar.,Die,Krankenschwester,den,Bibliothekar,female,male
Primary School Teacher,Primary School Teacher,commanded,dominant,female,female,The primary school teacher commanded the primary school teacher.,first,Die Grundschullehrerin befahl dem Grundschullehrer.,Die,Grundschullehrerin,dem,Grundschullehrer,female,male
HR Specialist,Car Mechanic,explained to,neutral,female,male,The hr specialist explained to the car mechanic.,first,Der Personalspezialist erklärte dem Automechaniker.,Der,Personalspezialist,dem,Automechaniker,male,male
Police Officer,Welder,controlled,dominant,male,male,The police officer controlled the welder.,first,Der Polizist kontrollierte den Schweißer.,Der,Polizist,den,Schweißer,male,male
Nurse,Speech Therapist,comforted,caring,female,female,The nurse comforted the speech therapist.,first,Die Krankenschwester tröstete den Logopäden.,Die,Krankenschwester,den,Logopäden,female,male
Flight Attendant,Speech Therapist,asked,neutral,female,female,The flight attendant asked the speech therapist.,first,Die Flugbegleiterin fragte den Logopäden.,Die,Flugbegleiterin,den,Logopäden,female,male
Truck Driver,Construction Worker,described to,neutral,male,male,The truck driver described to the construction worker.,first,Der LKW-Fahrer beschrieb dem Bauarbeiter.,Der,LKW-Fahrer,dem,Bauarbeiter,male,male
Primary School Teacher,Police Officer,comforted,caring,female,male,The primary school teacher comforted the police officer.,first,Die Grundschullehrerin tröstete den Polizisten.,Die,Grundschullehrerin,den,Polizisten,female,male
Electrician,Electrician,cried in front of,caring,male,male,The electrician cried in front of the electrician.,first,Der Elektriker weinte vor dem Elektriker.,Der,Elektriker,dem,Elektriker,male,male
Nurse,Welder,explained to,neutral,female,male,The nurse explained to the welder.,first,Die Krankenschwester erklärte dem Schweißer.,Die,Krankenschwester,dem,Schweißer,female,male
HR Specialist,Administrative Assistant,cried in front of,caring,female,female,The hr specialist cried in front of the administrative assistant.,first,Der Personalspezialist weinte vor dem Verwaltungsassistenten.,Der,Personalspezialist,dem,Verwaltungsassistenten,male,male
Electrician,Librarian,ordered,dominant,male,female,The electrician ordered the librarian.,first,Der Elektriker befahl dem Bibliothekar.,Der,Elektriker,dem,Bibliothekar,male,male
HR Specialist,team,instructed,dominant,female,team,The hr specialist instructed the team.,first,Der Personalspezialist wies das Team an.,Der,Personalspezialist,das,Team,male,team
Car Mechanic,Dental Hygienist,supported,caring,male,female,The car mechanic supported the dental hygienist.,first,Der Automechaniker unterstützte den Dentalhygieniker.,Der,Automechaniker,den,Dentalhygieniker,male,male
Plumber,Plumber,commanded,dominant,male,male,The plumber commanded the plumber.,first,Der Klempner befahl dem Klempner.,Der,Klempner,dem,Klempner,male,male
Flight Attendant,Nurse,comforted,caring,female,female,The flight attendant comforted the nurse.,first,Die Flugbegleiterin tröstete die Krankenschwester.,Die,Flugbegleiterin,die,Krankenschwester,female,female
Civil Engineer,Truck Driver,commanded,dominant,male,male,The civil engineer commanded the truck driver.,first,Der Bauingenieur befahl dem LKW-Fahrer.,Der,Bauingenieur,dem,LKW-Fahrer,male,male
Kindergarten Teacher,Primary School Teacher,informed,neutral,female,female,The kindergarten teacher informed the primary school teacher.,first,Der Erzieher informierte den Grundschullehrer.,Der,Erzieher,den,Grundschullehrer,male,male
Administrative Assistant,Police Officer,supported,caring,female,male,The administrative assistant supported the police officer.,first,Der Verwaltungsassistent unterstützte den Polizisten.,Der,Verwaltungsassistent,den,Polizisten,male,male
Construction Worker,Kindergarten Teacher,informed,neutral,male,female,The construction worker informed the kindergarten teacher.,first,Der Bauarbeiter informierte den Erzieher.,Der,Bauarbeiter,den,Erzieher,male,male
Plumber,team,informed,neutral,male,team,The plumber informed the team.,first,Der Klempner informierte das Team.,Der,Klempner,das,Team,male,team
