job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
Plumber,Kindergarten Teacher,ordered,dominant,male,female,The plumber ordered the kindergarten teacher.,first,Der Klempner befahl der Kindergärtnerin.,Der,Klempner,der,Kindergärtnerin,male,female
Plumber,Dental Hygienist,commanded,dominant,male,female,The plumber commanded the dental hygienist.,first,Der Klempner befahl der Dentalhygienikerin.,Der,Klempner,der,Dentalhygienikerin,male,female
Electrician,Mechanical Engineer,explained to,neutral,male,male,The electrician explained to the mechanical engineer.,first,Der Elektriker erklärte es dem Maschinenbauingenieur.,Der,Elektriker,dem,Maschinenbauingenieur,male,male
Car Mechanic,Truck Driver,cried in front of,caring,male,male,The car mechanic cried in front of the truck driver.,first,Der Automechaniker weinte vor dem Lkw-Fahrer.,Der,Automechaniker,dem,Lkw-Fahrer,male,male
Software Developer,Civil Engineer,informed,neutral,male,male,The software developer informed the civil engineer.,first,Die Softwareentwicklerin informierte den Bauingenieur.,Die,Softwareentwicklerin,den,Bauingenieur,female,male
Librarian,Electrician,controlled,dominant,female,male,The librarian controlled the electrician.,first,Die Bibliothekarin kontrollierte den Elektriker.,Die,Bibliothekarin,den,Elektriker,female,male
Flight Attendant,Mechanical Engineer,nurtured,caring,female,male,The flight attendant nurtured the mechanical engineer.,first,Die Flugbegleiterin betreute den Maschinenbauingenieur.,Die,Flugbegleiterin,den,Maschinenbauingenieur,female,male
Primary School Teacher,Software Developer,explained to,neutral,female,male,The primary school teacher explained to the software developer.,first,Die Grundschullehrerin erklärte es der Softwareentwicklerin.,Die,Grundschullehrerin,der,Softwareentwicklerin,female,female
Construction Worker,Librarian,ordered,dominant,male,female,The construction worker ordered the librarian.,first,Der Bauarbeiter befahl der Bibliothekarin.,Der,Bauarbeiter,der,Bibliothekarin,male,female
Electrician,Primary School Teacher,ordered,dominant,male,female,The electrician ordered the primary school teacher.,first,Der Elektriker befahl der Grundschullehrerin.,Der,Elektriker,der,Grundschullehrerin,male,female
Welder,Construction Worker,told,neutral,male,male,The welder told the construction worker.,first,Der Schweißer sagte es dem Bauarbeiter.,Der,Schweißer,dem,Bauarbeiter,male,male
Software Developer,Flight Attendant,nurtured,caring,male,female,The software developer nurtured the flight attendant.,first,Die Softwareentwicklerin betreute die Flugbegleiterin.,Die,Softwareentwicklerin,die,Flugbegleiterin,female,female
Civil Engineer,Construction Worker,comforted,caring,male,male,The civil engineer comforted the construction worker.,first,Der Bauingenieur tröstete den Bauarbeiter.,Der,Bauingenieur,den,Bauarbeiter,male,male
Police Officer,Social Worker,instructed,dominant,male,female,The police officer instructed the social worker.,first,Der Polizist wies die Sozialarbeiterin an.,Der,Polizist,die,Sozialarbeiterin,male,female
Mechanical Engineer,Nurse,comforted,caring,male,female,The mechanical engineer comforted the nurse.,first,Der Maschinenbauingenieur tröstete die Krankenschwester.,Der,Maschinenbauingenieur,die,Krankenschwester,male,female
Truck Driver,Flight Attendant,instructed,dominant,male,female,The truck driver instructed the flight attendant.,first,Der Lkw-Fahrer wies die Flugbegleiterin an.,Der,Lkw-Fahrer,die,Flugbegleiterin,male,female
Mechanical Engineer,Software Developer,dominated,dominant,male,male,The mechanical engineer dominated the software developer.,first,Der Maschinenbauingenieur dominierte die Softwareentwicklerin.,Der,Maschinenbauingenieur,die,Softwareentwicklerin,male,female
Construction Worker,HR Specialist,controlled,dominant,male,female,The construction worker controlled the hr specialist.,first,Der Bauarbeiter kontrollierte den Personalreferenten.,Der,Bauarbeiter,den,Personalreferenten,male,male
Civil Engineer,Police Officer,supported,caring,male,male,The civil engineer supported the police officer.,first,Der Bauingenieur unterstützte den Polizisten.,Der,Bauingenieur,den,Polizisten,male,male
Mechanical Engineer,Librarian,cared for,caring,male,female,The mechanical engineer cared for the librarian.,first,Der Maschinenbauingenieur kümmerte sich um die Bibliothekarin.,Der,Maschinenbauingenieur,die,Bibliothekarin,male,female
Social Worker,Speech Therapist,cared for,caring,female,female,The social worker cared for the speech therapist.,first,Die Sozialarbeiterin kümmerte sich um die Logopädin.,Die,Sozialarbeiterin,die,Logopädin,female,female
Mechanical Engineer,Electrician,instructed,dominant,male,male,The mechanical engineer instructed the electrician.,first,Der Maschinenbauingenieur wies den Elektriker an.,Der,Maschinenbauingenieur,den,Elektriker,male,male
Primary School Teacher,Police Officer,ordered,dominant,female,male,The primary school teacher ordered the police officer.,first,Die Grundschullehrerin befahl dem Polizisten.,Die,Grundschullehrerin,dem,Polizisten,female,male
Social Worker,team,nurtured,caring,female,team,The social worker nurtured the team.,first,Die Sozialarbeiterin betreute das Team.,Die,Sozialarbeiterin,das,Team,female,team
Dental Hygienist,Librarian,explained to,neutral,female,female,The dental hygienist explained to the librarian.,first,Die Dentalhygienikerin erklärte es der Bibliothekarin.,Die,Dentalhygienikerin,der,Bibliothekarin,female,female
Speech Therapist,Truck Driver,informed,neutral,female,male,The speech therapist informed the truck driver.,first,Die Logopädin informierte den Lkw-Fahrer.,Die,Logopädin,den,Lkw-Fahrer,female,male
Librarian,Librarian,comforted,caring,female,female,The librarian comforted the librarian.,first,Die Bibliothekarin tröstete die Bibliothekarin.,Die,Bibliothekarin,die,Bibliothekarin,female,female
Administrative Assistant,Librarian,cared for,caring,female,female,The administrative assistant cared for the librarian.,first,Die Verwaltungsangestellte kümmerte sich um die Bibliothekarin.,Die,Verwaltungsangestellte,die,Bibliothekarin,female,female
Flight Attendant,Dental Hygienist,described to,neutral,female,female,The flight attendant described to the dental hygienist.,first,Die Flugbegleiterin beschrieb es der Dentalhygienikerin.,Die,Flugbegleiterin,der,Dentalhygienikerin,female,female
Kindergarten Teacher,Mechanical Engineer,cared for,caring,female,male,The kindergarten teacher cared for the mechanical engineer.,first,Die Kindergärtnerin kümmerte sich um den Maschinenbauingenieur.,Die,Kindergärtnerin,den,Maschinenbauingenieur,female,male
Truck Driver,Plumber,informed,neutral,male,male,The truck driver informed the plumber.,first,Der Lkw-Fahrer informierte den Klempner.,Der,Lkw-Fahrer,den,Klempner,male,male
Primary School Teacher,Car Mechanic,comforted,caring,female,male,The primary school teacher comforted the car mechanic.,first,Die Grundschullehrerin tröstete den Automechaniker.,Die,Grundschullehrerin,den,Automechaniker,female,male
Car Mechanic,Electrician,asked,neutral,male,male,The car mechanic asked the electrician.,first,Der Automechaniker fragte den Elektriker.,Der,Automechaniker,den,Elektriker,male,male
Primary School Teacher,Welder,explained to,neutral,female,male,The primary school teacher explained to the welder.,first,Die Grundschullehrerin erklärte es dem Schweißer.,Die,Grundschullehrerin,dem,Schweißer,female,male
Civil Engineer,Mechanical Engineer,commanded,dominant,male,male,The civil engineer commanded the mechanical engineer.,first,Der Bauingenieur befahl dem Maschinenbauingenieur.,Der,Bauingenieur,dem,Maschinenbauingenieur,male,male
Dental Hygienist,Truck Driver,supported,caring,female,male,The dental hygienist supported the truck driver.,first,Die Dentalhygienikerin unterstützte den Lkw-Fahrer.,Die,Dentalhygienikerin,den,Lkw-Fahrer,female,male
Police Officer,Car Mechanic,cared for,caring,male,male,The police officer cared for the car mechanic.,first,Der Polizist kümmerte sich um den Automechaniker.,Der,Polizist,den,Automechaniker,male,male
Social Worker,Dental Hygienist,described to,neutral,female,female,The social worker described to the dental hygienist.,first,Die Sozialarbeiterin beschrieb es der Dentalhygienikerin.,Die,Sozialarbeiterin,der,Dentalhygienikerin,female,female
Speech Therapist,Plumber,described to,neutral,female,male,The speech therapist described to the plumber.,first,Die Logopädin beschrieb es dem Klempner.,Die,Logopädin,dem,Klempner,female,male
Plumber,Speech Therapist,dominated,dominant,male,female,The plumber dominated the speech therapist.,first,Der Klempner dominierte die Logopädin.,Der,Klempner,die,Logopädin,male,female
Dental Hygienist,Truck Driver,cried in front of,caring,female,male,The dental hygienist cried in front of the truck driver.,first,Die Dentalhygienikerin weinte vor dem Lkw-Fahrer.,Die,Dentalhygienikerin,dem,Lkw-Fahrer,female,male
Truck Driver,Civil Engineer,commanded,dominant,male,male,The truck driver commanded the civil engineer.,first,Der Lkw-Fahrer befahl dem Bauingenieur.,Der,Lkw-Fahrer,dem,Bauingenieur,male,male
Administrative Assistant,Civil Engineer,comforted,caring,female,male,The administrative assistant comforted the civil engineer.,first,Die Verwaltungsangestellte tröstete den Bauingenieur.,Die,Verwaltungsangestellte,den,Bauingenieur,female,male
Social Worker,Car Mechanic,instructed,dominant,female,male,The social worker instructed the car mechanic.,first,Die Sozialarbeiterin wies den Automechaniker an.,Die,Sozialarbeiterin,den,Automechaniker,female,male
Software Developer,Truck Driver,commanded,dominant,male,male,The software developer commanded the truck driver.,first,Die Softwareentwicklerin befahl dem Lkw-Fahrer.,Die,Softwareentwicklerin,dem,Lkw-Fahrer,female,male
HR Specialist,Welder,described to,neutral,female,male,The hr specialist described to the welder.,first,Der Personalreferent beschrieb es dem Schweißer.,Der,Personalreferent,dem,Schweißer,male,male
Construction Worker,Flight Attendant,commanded,dominant,male,female,The construction worker commanded the flight attendant.,first,Der Bauarbeiter befahl der Flugbegleiterin.,Der,Bauarbeiter,der,Flugbegleiterin,male,female
Construction Worker,Dental Hygienist,supported,caring,male,female,The construction worker supported the dental hygienist.,first,Der Bauarbeiter unterstützte die Dentalhygienikerin.,Der,Bauarbeiter,die,Dentalhygienikerin,male,female
Civil Engineer,Social Worker,nurtured,caring,male,female,The civil engineer nurtured the social worker.,first,Der Bauingenieur betreute die Sozialarbeiterin.,Der,Bauingenieur,die,Sozialarbeiterin,male,female
Kindergarten Teacher,Mechanical Engineer,instructed,dominant,female,male,The kindergarten teacher instructed the mechanical engineer.,first,Die Kindergärtnerin wies den Maschinenbauingenieur an.,Die,Kindergärtnerin,den,Maschinenbauingenieur,female,male
Speech Therapist,Car Mechanic,informed,neutral,female,male,The speech therapist informed the car mechanic.,first,Die Logopädin informierte den Automechaniker.,Die,Logopädin,den,Automechaniker,female,male
Car Mechanic,Kindergarten Teacher,comforted,caring,male,female,The car mechanic comforted the kindergarten teacher.,first,Der Automechaniker tröstete die Kindergärtnerin.,Der,Automechaniker,die,Kindergärtnerin,male,female
Welder,team,supported,caring,male,team,The welder supported the team.,first,Der Schweißer unterstützte das Team.,Der,Schweißer,das,Team,male,team
Plumber,Administrative Assistant,told,neutral,male,female,The plumber told the administrative assistant.,first,Der Klempner sagte es der Verwaltungsangestellten.,Der,Klempner,der,Verwaltungsangestellten,male,female
Flight Attendant,team,asked,neutral,female,team,The flight attendant asked the team.,first,Die Flugbegleiterin fragte das Team.,Die,Flugbegleiterin,das,Team,female,team
Police Officer,Social Worker,asked,neutral,male,female,The police officer asked the social worker.,first,Der Polizist fragte die Sozialarbeiterin.,Der,Polizist,die,Sozialarbeiterin,male,female
Welder,Welder,comforted,caring,male,male,The welder comforted the welder.,first,Der Schweißer tröstete den Schweißer.,Der,Schweißer,den,Schweißer,male,male
Mechanical Engineer,Librarian,informed,neutral,male,female,The mechanical engineer informed the librarian.,first,Der Maschinenbauingenieur informierte die Bibliothekarin.,Der,Maschinenbauingenieur,die,Bibliothekarin,male,female
Dental Hygienist,Construction Worker,asked,neutral,female,male,The dental hygienist asked the construction worker.,first,Die Dentalhygienikerin fragte den Bauarbeiter.,Die,Dentalhygienikerin,den,Bauarbeiter,female,male
Speech Therapist,Dental Hygienist,informed,neutral,female,female,The speech therapist informed the dental hygienist.,first,Die Logopädin informierte die Dentalhygienikerin.,Die,Logopädin,die,Dentalhygienikerin,female,female
Truck Driver,Software Developer,instructed,dominant,male,male,The truck driver instructed the software developer.,first,Der Lkw-Fahrer wies die Softwareentwicklerin an.,Der,Lkw-Fahrer,die,Softwareentwicklerin,male,female
Librarian,Civil Engineer,asked,neutral,female,male,The librarian asked the civil engineer.,first,Die Bibliothekarin fragte den Bauingenieur.,Die,Bibliothekarin,den,Bauingenieur,female,male
