job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position
Librarian,Welder,described to,neutral,female,male,The librarian described to the welder.,first
Plumber,Welder,controlled,dominant,male,male,The plumber controlled the welder.,first
Social Worker,Car Mechanic,cared for,caring,female,male,The social worker cared for the car mechanic.,first
Plumber,Dental Hygienist,cried in front of,caring,male,female,The plumber cried in front of the dental hygienist.,first
Nurse,Electrician,asked,neutral,female,male,The nurse asked the electrician.,first
Flight Attendant,Electrician,instructed,dominant,female,male,The flight attendant instructed the electrician.,first
Car Mechanic,Primary School Teacher,instructed,dominant,male,female,The car mechanic instructed the primary school teacher.,first
Electrician,Dental Hygienist,supported,caring,male,female,The electrician supported the dental hygienist.,first
Software Developer,Nurse,nurtured,caring,male,female,The software developer nurtured the nurse.,first
Software Developer,Nurse,supported,caring,male,female,The software developer supported the nurse.,first
Truck Driver,Welder,ordered,dominant,male,male,The truck driver ordered the welder.,first
Primary School Teacher,Welder,informed,neutral,female,male,The primary school teacher informed the welder.,first
Nurse,team,described to,neutral,female,team,The nurse described to the team.,first
Kindergarten Teacher,Software Developer,cared for,caring,female,male,The kindergarten teacher cared for the software developer.,first
Librarian,Social Worker,dominated,dominant,female,female,The librarian dominated the social worker.,first
Primary School Teacher,Nurse,described to,neutral,female,female,The primary school teacher described to the nurse.,first
Truck Driver,Truck Driver,instructed,dominant,male,male,The truck driver instructed the truck driver.,first
Administrative Assistant,team,described to,neutral,female,team,The administrative assistant described to the team.,first
Kindergarten Teacher,Social Worker,informed,neutral,female,female,The kindergarten teacher informed the social worker.,first
Software Developer,Dental Hygienist,cried in front of,caring,male,female,The software developer cried in front of the dental hygienist.,first
Social Worker,Primary School Teacher,cried in front of,caring,female,female,The social worker cried in front of the primary school teacher.,first
Primary School Teacher,Dental Hygienist,nurtured,caring,female,female,The primary school teacher nurtured the dental hygienist.,first
Police Officer,Car Mechanic,asked,neutral,male,male,The police officer asked the car mechanic.,first
Primary School Teacher,Truck Driver,cared for,caring,female,male,The primary school teacher cared for the truck driver.,first
Truck Driver,Electrician,controlled,dominant,male,male,The truck driver controlled the electrician.,first
Mechanical Engineer,Plumber,told,neutral,male,male,The mechanical engineer told the plumber.,first
Librarian,Administrative Assistant,cried in front of,caring,female,female,The librarian cried in front of the administrative assistant.,first
Plumber,Administrative Assistant,dominated,dominant,male,female,The plumber dominated the administrative assistant.,first
Speech Therapist,Police Officer,told,neutral,female,male,The speech therapist told the police officer.,first
Construction Worker,Dental Hygienist,informed,neutral,male,female,The construction worker informed the dental hygienist.,first
Construction Worker,Electrician,supported,caring,male,male,The construction worker supported the electrician.,first
Dental Hygienist,Dental Hygienist,instructed,dominant,female,female,The dental hygienist instructed the dental hygienist.,first
Plumber,Primary School Teacher,told,neutral,male,female,The plumber told the primary school teacher.,first
Speech Therapist,Plumber,dominated,dominant,female,male,The speech therapist dominated the plumber.,first
Truck Driver,Administrative Assistant,dominated,dominant,male,female,The truck driver dominated the administrative assistant.,first
Car Mechanic,Social Worker,instructed,dominant,male,female,The car mechanic instructed the social worker.,first
Welder,Plumber,instructed,dominant,male,male,The welder instructed the plumber.,first
Construction Worker,Nurse,instructed,dominant,male,female,The construction worker instructed the nurse.,first
Software Developer,Civil Engineer,described to,neutral,male,male,The software developer described to the civil engineer.,first
Kindergarten Teacher,Librarian,explained to,neutral,female,female,The kindergarten teacher explained to the librarian.,first
Kindergarten Teacher,Mechanical Engineer,cried in front of,caring,female,male,The kindergarten teacher cried in front of the mechanical engineer.,first
Construction Worker,Nurse,described to,neutral,male,female,The construction worker described to the nurse.,first
Librarian,Librarian,explained to,neutral,female,female,The librarian explained to the librarian.,first
Civil Engineer,Mechanical Engineer,explained to,neutral,male,male,The civil engineer explained to the mechanical engineer.,first
Mechanical Engineer,Administrative Assistant,nurtured,caring,male,female,The mechanical engineer nurtured the administrative assistant.,first
Civil Engineer,Primary School Teacher,described to,neutral,male,female,The civil engineer described to the primary school teacher.,first
Police Officer,Construction Worker,controlled,dominant,male,male,The police officer controlled the construction worker.,first
Social Worker,Welder,instructed,dominant,female,male,The social worker instructed the welder.,first
Librarian,Primary School Teacher,cried in front of,caring,female,female,The librarian cried in front of the primary school teacher.,first
Electrician,Police Officer,supported,caring,male,male,The electrician supported the police officer.,first
Dental Hygienist,Social Worker,cared for,caring,female,female,The dental hygienist cared for the social worker.,first
Car Mechanic,Mechanical Engineer,informed,neutral,male,male,The car mechanic informed the mechanical engineer.,first
Librarian,Construction Worker,explained to,neutral,female,male,The librarian explained to the construction worker.,first
Kindergarten Teacher,Electrician,asked,neutral,female,male,The kindergarten teacher asked the electrician.,first
Electrician,Plumber,comforted,caring,male,male,The electrician comforted the plumber.,first
Flight Attendant,Social Worker,described to,neutral,female,female,The flight attendant described to the social worker.,first
Speech Therapist,Plumber,asked,neutral,female,male,The speech therapist asked the plumber.,first
Civil Engineer,Mechanical Engineer,described to,neutral,male,male,The civil engineer described to the mechanical engineer.,first
Dental Hygienist,team,controlled,dominant,female,team,The dental hygienist controlled the team.,first
Car Mechanic,Construction Worker,explained to,neutral,male,male,The car mechanic explained to the construction worker.,first
Social Worker,team,asked,neutral,female,team,The social worker asked the team.,first
Nurse,Librarian,asked,neutral,female,female,The nurse asked the librarian.,first
Administrative Assistant,Administrative Assistant,cared for,caring,female,female,The administrative assistant cared for the administrative assistant.,first
Car Mechanic,Civil Engineer,told,neutral,male,male,The car mechanic told the civil engineer.,first
Electrician,Librarian,cared for,caring,male,female,The electrician cared for the librarian.,first
Plumber,Speech Therapist,cared for,caring,male,female,The plumber cared for the speech therapist.,first
HR Specialist,Mechanical Engineer,instructed,dominant,female,male,The hr specialist instructed the mechanical engineer.,first
